no;season;month;date;time;icao;wind_kt;wind_kt_10;gust;vis_m;vis_m_5000;sigwx_1;sigwx_2;sigwx;sigwx_ket;cb_flag
21098;Hujan;Feb;09/02/2024;18.30;I Gusti Ngurah Rai (WADD);7;;FALSE;6000;;-TSRA;;-TSRA;Light Thunderstorm Rain;
21218;Peralihan 1;Mar;09/03/2024;10.00;I Gusti Ngurah Rai (WADD);11;11;FALSE;800;800;+RA;;+RA;Heavy Rain;
21219;Peralihan 1;Mar;09/03/2024;10.30;I Gusti Ngurah Rai (WADD);6;;FALSE;500;500;+TSRA;;+TSRA;Heavy Thunderstorm Rain;
21250;Peralihan 1;Mar;09/03/2024;11.00;I Gusti Ngurah Rai (WADD);4;;FALSE;2000;2000;+TSRA;;+TSRA;Heavy Thunderstorm Rain;
21252;Peralihan 1;Mar;09/03/2024;11.30;I Gusti Ngurah Rai (WADD);4;;FALSE;3000;3000;TSRA;;TSRA ;Thunderstorm Rain;CB
21465;Peralihan 1;Mar;09/03/2024;12.00;I Gusti Ngurah Rai (WADD);6;;FALSE;5000;;TSRA;;TSRA ;Thunderstorm Rain;
21466;Peralihan 1;Mar;09/03/2024;12.30;I Gusti Ngurah Rai (WADD);6;;FALSE;5000;;-TSRA;;-TSRA;Light Thunderstorm Rain;
21631;Peralihan 1;Mar;09/03/2024;14.00;I Gusti Ngurah Rai (WADD);4;;FALSE;1000;1000;+RA;;+RA;Heavy Rain;
21632;Hujan;Des;09/12/2024;06.00;I Gusti Ngurah Rai (WADD);16;16;TRUE;1000;1000;+RA;;+RA;Heavy Rain;
21633;Hujan;Des;09/12/2024;08.00;I Gusti Ngurah Rai (WADD);23;23;FALSE;1000;1000;+RA;;+RA;Heavy Rain;
21634;Hujan;Des;09/12/2024;12.30;I Gusti Ngurah Rai (WADD);20;20;FALSE;300;300;+RA;;+RA;Heavy Rain;
21635;Hujan;Feb;10/02/2024;10.30;I Gusti Ngurah Rai (WADD);7;;FALSE;9999;;TS;;TS;Thunderstorm;
21636;Hujan;Feb;10/02/2024;11.00;I Gusti Ngurah Rai (WADD);6;;FALSE;8000;;-TSRA;;-TSRA;Light Thunderstorm Rain;
21637;Peralihan 1;Mar;10/03/2024;10.30;I Gusti Ngurah Rai (WADD);30;30;TRUE;500;500;+RA;;+RA;Heavy Rain;
21639;Peralihan 1;Apr;10/04/2024;04.30;I Gusti Ngurah Rai (WADD);8;;FALSE;9999;;TS;;TS;Thunderstorm;
21660;Peralihan 1;Apr;10/04/2024;05.00;I Gusti Ngurah Rai (WADD);6;;FALSE;9999;;TS;;TS;Thunderstorm;
21661;Peralihan 1;Apr;10/04/2024;05.30;I Gusti Ngurah Rai (WADD);8;;FALSE;9999;;TS;;TS;Thunderstorm;
21665;Peralihan 1;Apr;10/04/2024;06.00;I Gusti Ngurah Rai (WADD);9;;FALSE;9999;;TS;;TS;Thunderstorm;
21666;Peralihan 1;Apr;10/04/2024;06.30;I Gusti Ngurah Rai (WADD);10;;FALSE;9999;;TS;;TS;Thunderstorm;
21667;Peralihan 1;Apr;10/04/2024;07.00;I Gusti Ngurah Rai (WADD);8;;TRUE;9999;;TS;;TS;Thunderstorm;
21668;Hujan;Des;10/12/2024;03.00;I Gusti Ngurah Rai (WADD);18;18;FALSE;9999;;TS;;TS;Thunderstorm;
21669;Hujan;Feb;11/02/2024;21.00;I Gusti Ngurah Rai (WADD);12;12;FALSE;9999;;TS;;TS;Thunderstorm;
21670;Hujan;Feb;11/02/2024;21.30;I Gusti Ngurah Rai (WADD);7;;TRUE;8000;;-TSRA;;-TSRA;Light Thunderstorm Rain;
22043;Hujan;Feb;11/02/2024;22.00;I Gusti Ngurah Rai (WADD);3;;FALSE;8000;;-TSRA;;-TSRA;Light Thunderstorm Rain;
22044;Hujan;Feb;11/02/2024;22.30;I Gusti Ngurah Rai (WADD);1;;FALSE;9999;;TS;;TS;Thunderstorm;
22045;Hujan;Des;11/12/2024;00.30;I Gusti Ngurah Rai (WADD);19;19;TRUE;500;500;+RA;;+RA;Heavy Rain;
22050;Hujan;Des;11/12/2024;22.30;I Gusti Ngurah Rai (WADD);17;17;FALSE;500;500;+RA;;+RA;Heavy Rain;
22051;Hujan;Des;11/12/2024;23.00;I Gusti Ngurah Rai (WADD);18;18;FALSE;1000;1000;+TSRA;;+TSRA;Heavy Thunderstorm Rain;
22052;Hujan;Des;11/12/2024;23.30;I Gusti Ngurah Rai (WADD);16;16;FALSE;6000;;-TSRA;;-TSRA;Light Thunderstorm Rain;
22053;Hujan;Des;12/12/2024;00.00;I Gusti Ngurah Rai (WADD);8;;FALSE;5000;;-TSRA;;-TSRA;Light Thunderstorm Rain;
22063;Hujan;Des;12/12/2024;11.00;I Gusti Ngurah Rai (WADD);18;18;FALSE;700;700;+RA;;+RA;Heavy Rain;
22064;Hujan;Des;12/12/2024;11.30;I Gusti Ngurah Rai (WADD);16;16;FALSE;1000;1000;+RA;;+RA;Heavy Rain;
22065;Peralihan 1;Mar;14/03/2024;07.30;I Gusti Ngurah Rai (WADD);7;;FALSE;2000;2000;+TSRA;;+TSRA;Heavy Thunderstorm Rain;
22066;Peralihan 2;Nov;14/11/2024;12.30;I Gusti Ngurah Rai (WADD);4;;FALSE;4000;4000;TSRA;;TSRA ;Thunderstorm Rain;
22090;Peralihan 2;Nov;14/11/2024;13.00;I Gusti Ngurah Rai (WADD);3;;FALSE;7000;;-TSRA;;-TSRA;Light Thunderstorm Rain;
22091;Peralihan 2;Nov;14/11/2024;13.30;I Gusti Ngurah Rai (WADD);14;14;FALSE;3000;3000;TSRA;;TSRA ;Thunderstorm Rain;
22103;Peralihan 2;Nov;14/11/2024;14.00;I Gusti Ngurah Rai (WADD);10;;FALSE;5000;;TSRA;;TSRA ;Thunderstorm Rain;
22104;Peralihan 2;Nov;14/11/2024;14.30;I Gusti Ngurah Rai (WADD);6;;FALSE;4000;4000;TSRA;;TSRA ;Thunderstorm Rain;
22107;Peralihan 2;Nov;14/11/2024;15.00;I Gusti Ngurah Rai (WADD);5;;FALSE;8000;;-TSRA;;-TSRA;Light Thunderstorm Rain;
22108;Peralihan 2;Nov;14/11/2024;15.30;I Gusti Ngurah Rai (WADD);3;;FALSE;8000;;-TSRA;;-TSRA;Light Thunderstorm Rain;
22109;Peralihan 2;Nov;14/11/2024;16.00;I Gusti Ngurah Rai (WADD);3;;FALSE;9999;;TS;;TS;Thunderstorm;
22209;Peralihan 2;Nov;14/11/2024;16.30;I Gusti Ngurah Rai (WADD);5;;FALSE;9999;;TS;;TS;Thunderstorm;
22210;Peralihan 2;Nov;14/11/2024;17.00;I Gusti Ngurah Rai (WADD);5;;FALSE;9999;;TS;;TS;Thunderstorm;
22241;Hujan;Des;14/12/2024;06.00;I Gusti Ngurah Rai (WADD);9;;FALSE;9999;;TS;;TS;Thunderstorm;
22242;Hujan;Des;14/12/2024;06.30;I Gusti Ngurah Rai (WADD);8;;FALSE;9999;;TS;;TS;Thunderstorm;
22243;Hujan;Des;14/12/2024;07.00;I Gusti Ngurah Rai (WADD);10;;FALSE;9999;;TS;;TS;Thunderstorm;
22244;Hujan;Des;14/12/2024;07.30;I Gusti Ngurah Rai (WADD);8;;FALSE;8000;;TS;;TS;Thunderstorm;
22245;Hujan;Des;14/12/2024;08.00;I Gusti Ngurah Rai (WADD);17;17;FALSE;500;500;+TSRA;;+TSRA;Heavy Thunderstorm Rain;
22246;Hujan;Des;14/12/2024;08.30;I Gusti Ngurah Rai (WADD);7;;FALSE;1000;1000;+TSRA;;+TSRA;Heavy Thunderstorm Rain;
22249;Hujan;Des;14/12/2024;09.00;I Gusti Ngurah Rai (WADD);5;;FALSE;2000;2000;TSRA;;TSRA ;Thunderstorm Rain;
22250;Hujan;Des;14/12/2024;09.30;I Gusti Ngurah Rai (WADD);13;13;FALSE;450;450;+TSRA;;+TSRA;Heavy Thunderstorm Rain;
22264;Hujan;Des;14/12/2024;10.00;I Gusti Ngurah Rai (WADD);;;FALSE;3000;3000;TSRA;;TSRA ;Thunderstorm Rain;
22266;Peralihan 1;Mar;15/03/2024;11.00;I Gusti Ngurah Rai (WADD);5;;FALSE;8000;;TS;;TS;Thunderstorm;CB
22267;Peralihan 1;Mar;15/03/2024;11.30;I Gusti Ngurah Rai (WADD);10;;FALSE;2500;2500;+TSRA;;+TSRA;Heavy Thunderstorm Rain;CB
22268;Peralihan 1;Mar;15/03/2024;15.30;I Gusti Ngurah Rai (WADD);7;;FALSE;1000;1000;+RA;;+RA;Heavy Rain;CB
22365;Peralihan 1;Mar;15/03/2024;17.30;I Gusti Ngurah Rai (WADD);19;19;TRUE;4000;4000;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
22367;Peralihan 2;Sep;15/09/2024;23.00;I Gusti Ngurah Rai (WADD);12;12;FALSE;1500;1500;+RA;;+RA;Heavy Rain;CB
22369;Hujan;Des;15/12/2024;19.00;I Gusti Ngurah Rai (WADD);7;;FALSE;1000;1000;+RA;;+RA;Heavy Rain;CB
22371;Hujan;Des;16/12/2024;07.30;I Gusti Ngurah Rai (WADD);7;;FALSE;500;500;+RA;;+RA;Heavy Rain;
22667;Hujan;Des;16/12/2024;08.00;I Gusti Ngurah Rai (WADD);7;;FALSE;3000;3000;+RA;;+RA;Heavy Rain;
22668;Peralihan 2;Nov;17/11/2024;06.30;I Gusti Ngurah Rai (WADD);14;14;FALSE;800;800;+TSRA;;+TSRA;Heavy Thunderstorm Rain;CB
22669;Peralihan 2;Nov;17/11/2024;07.00;I Gusti Ngurah Rai (WADD);8;;FALSE;6000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
22670;Peralihan 2;Nov;17/11/2024;07.30;I Gusti Ngurah Rai (WADD);6;;FALSE;9999;;TS;;TS;Thunderstorm;CB
22671;Hujan;Des;17/12/2024;13.00;I Gusti Ngurah Rai (WADD);8;;TRUE;4000;4000;+RA;;+RA;Heavy Rain;CB
22672;Hujan;Des;17/12/2024;13.30;I Gusti Ngurah Rai (WADD);3;;FALSE;3000;3000;+RA;;+RA;Heavy Rain;CB
22673;Hujan;Des;17/12/2024;15.00;I Gusti Ngurah Rai (WADD);9;;FALSE;3000;3000;+RA;;+RA;Heavy Rain;
22674;Hujan;Des;17/12/2024;21.30;I Gusti Ngurah Rai (WADD);5;;TRUE;5000;;TSRA;;TSRA ;Thunderstorm Rain;CB
22675;Hujan;Des;17/12/2024;22.00;I Gusti Ngurah Rai (WADD);4;;FALSE;5000;;TSRA;;TSRA ;Thunderstorm Rain;CB
22676;Peralihan 1;Apr;18/04/2024;17.00;I Gusti Ngurah Rai (WADD);3;;FALSE;6000;;TS;;TS;Thunderstorm;CB
22677;Peralihan 1;Apr;18/04/2024;17.30;I Gusti Ngurah Rai (WADD);10;;FALSE;9999;;TS;;TS;Thunderstorm;CB
22678;Peralihan 1;Apr;18/04/2024;18.00;I Gusti Ngurah Rai (WADD);13;13;FALSE;9999;;TS;;TS;Thunderstorm;CB
22680;Hujan;Des;18/12/2024;00.00;I Gusti Ngurah Rai (WADD);11;11;FALSE;7000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
22681;Hujan;Des;18/12/2024;00.30;I Gusti Ngurah Rai (WADD);16;16;FALSE;500;500;+TSRA;;+TSRA;Heavy Thunderstorm Rain;
22685;Hujan;Des;18/12/2024;01.00;I Gusti Ngurah Rai (WADD);11;11;FALSE;6000;;-TSRA;;-TSRA;Light Thunderstorm Rain;
22686;Hujan;Jan;19/01/2024;04.30;I Gusti Ngurah Rai (WADD);11;11;FALSE;500;500;+RA;;+RA;Heavy Rain;CB
22687;Hujan;Feb;19/02/2024;15.30;I Gusti Ngurah Rai (WADD);6;;FALSE;8000;;TSRA;;TSRA ;Thunderstorm Rain;CB
22688;Hujan;Feb;19/02/2024;16.00;I Gusti Ngurah Rai (WADD);5;;FALSE;7000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
22689;Hujan;Feb;19/02/2024;16.30;I Gusti Ngurah Rai (WADD);7;;FALSE;5000;;TSRA;;TSRA ;Thunderstorm Rain;CB
22692;Hujan;Feb;19/02/2024;17.00;I Gusti Ngurah Rai (WADD);3;;FALSE;8000;;TSRA;;TSRA ;Thunderstorm Rain;CB
22693;Peralihan 2;Nov;19/11/2024;06.00;I Gusti Ngurah Rai (WADD);6;;FALSE;9000;;TS;;TS;Thunderstorm;CB
22695;Peralihan 2;Nov;19/11/2024;06.30;I Gusti Ngurah Rai (WADD);15;15;FALSE;5000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
22696;Hujan;Feb;21/02/2024;00.00;I Gusti Ngurah Rai (WADD);5;;FALSE;1000;1000;+RA;;+RA;Heavy Rain;CB
22773;Peralihan 1;Mar;21/03/2024;16.30;I Gusti Ngurah Rai (WADD);1;;FALSE;3000;3000;TSRA;;TSRA ;Thunderstorm Rain;CB
22774;Peralihan 1;Mar;21/03/2024;17.00;I Gusti Ngurah Rai (WADD);6;;FALSE;5000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
22800;Peralihan 1;Mar;21/03/2024;17.30;I Gusti Ngurah Rai (WADD);6;;FALSE;6000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
22803;Peralihan 1;Apr;21/04/2024;18.30;I Gusti Ngurah Rai (WADD);12;12;FALSE;9999;;TS;;TS;Thunderstorm;CB
22807;Peralihan 1;Apr;21/04/2024;19.00;I Gusti Ngurah Rai (WADD);5;;FALSE;6000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
22808;Peralihan 1;Apr;21/04/2024;19.30;I Gusti Ngurah Rai (WADD);11;11;FALSE;6000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
22821;Peralihan 1;Apr;21/04/2024;20.00;I Gusti Ngurah Rai (WADD);2;;FALSE;8000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
22822;Peralihan 1;Apr;21/04/2024;20.30;I Gusti Ngurah Rai (WADD);8;;FALSE;8000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
22823;Peralihan 1;Apr;21/04/2024;21.00;I Gusti Ngurah Rai (WADD);6;;FALSE;4000;4000;TSRA;;TSRA ;Thunderstorm Rain;CB
22824;Peralihan 1;Apr;21/04/2024;21.30;I Gusti Ngurah Rai (WADD);11;11;FALSE;2000;2000;+TSRA;;+TSRA;Heavy Thunderstorm Rain;CB
22825;Peralihan 1;Apr;21/04/2024;22.00;I Gusti Ngurah Rai (WADD);8;;FALSE;3000;3000;TSRA;;TSRA ;Thunderstorm Rain;CB
22826;Peralihan 1;Apr;21/04/2024;22.30;I Gusti Ngurah Rai (WADD);5;;FALSE;6000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
22827;Hujan;Des;21/12/2024;01.30;I Gusti Ngurah Rai (WADD);4;;FALSE;1500;1500;+RA;;+RA;Heavy Rain;CB
22838;Hujan;Des;21/12/2024;16.00;I Gusti Ngurah Rai (WADD);8;;FALSE;2000;2000;+RA;;+RA;Heavy Rain;CB
22839;Hujan;Des;21/12/2024;17.30;I Gusti Ngurah Rai (WADD);2;;FALSE;5000;;TSRA;;TSRA ;Thunderstorm Rain;CB
22840;Hujan;Des;21/12/2024;18.00;I Gusti Ngurah Rai (WADD);5;;TRUE;5000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
22857;Hujan;Des;21/12/2024;18.30;I Gusti Ngurah Rai (WADD);3;;FALSE;1000;1000;+RA;;+RA;Heavy Rain;CB
22858;Hujan;Des;21/12/2024;19.30;I Gusti Ngurah Rai (WADD);4;;FALSE;3000;3000;TSRA;;TSRA ;Thunderstorm Rain;CB
22859;Hujan;Des;21/12/2024;21.30;I Gusti Ngurah Rai (WADD);7;;FALSE;2000;2000;+RA;;+RA;Heavy Rain;CB
22860;Hujan;Feb;22/02/2024;09.30;I Gusti Ngurah Rai (WADD);10;;FALSE;8000;;TS;;TS;Thunderstorm;CB
22861;Peralihan 2;Sep;22/09/2024;23.00;I Gusti Ngurah Rai (WADD);1;;FALSE;5000;;HZ;;HZ;Haze;
22862;Peralihan 2;Nov;22/11/2024;20.30;I Gusti Ngurah Rai (WADD);3;;FALSE;9999;;TS;;TS;Thunderstorm;CB
23037;Peralihan 2;Nov;22/11/2024;21.00;I Gusti Ngurah Rai (WADD);2;;FALSE;9999;;TS;;TS;Thunderstorm;CB
23038;Peralihan 2;Nov;22/11/2024;21.30;I Gusti Ngurah Rai (WADD);12;12;FALSE;9999;;TS;;TS;Thunderstorm;CB
23234;Peralihan 2;Nov;22/11/2024;22.00;I Gusti Ngurah Rai (WADD);3;;FALSE;9999;;TS;;TS;Thunderstorm;CB
23236;Hujan;Des;22/12/2024;00.00;I Gusti Ngurah Rai (WADD);3;;FALSE;1300;1300;+RA;;+RA;Heavy Rain;CB
23237;Hujan;Des;22/12/2024;00.30;I Gusti Ngurah Rai (WADD);1;;FALSE;1500;1500;+RA;;+RA;Heavy Rain;CB
23238;Hujan;Des;22/12/2024;01.00;I Gusti Ngurah Rai (WADD);4;;FALSE;1700;1700;+RA;;+RA;Heavy Rain;CB
23256;Hujan;Feb;23/02/2024;09.30;I Gusti Ngurah Rai (WADD);7;;FALSE;9000;;TS;;TS;Thunderstorm;CB
23259;Hujan;Feb;23/02/2024;10.30;I Gusti Ngurah Rai (WADD);2;;FALSE;8000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
23278;Hujan;Feb;23/02/2024;15.00;I Gusti Ngurah Rai (WADD);4;;FALSE;9999;;TS;;TS;Thunderstorm;CB
23371;Hujan;Feb;23/02/2024;15.30;I Gusti Ngurah Rai (WADD);4;;FALSE;9999;;TS;;TS;Thunderstorm;CB
23372;Hujan;Feb;23/02/2024;16.00;I Gusti Ngurah Rai (WADD);4;;FALSE;9999;;TS;;TS;Thunderstorm;CB
23373;Peralihan 1;Apr;23/04/2024;10.00;I Gusti Ngurah Rai (WADD);10;;FALSE;9999;;TS;;TS;Thunderstorm;CB
23374;Peralihan 1;Apr;23/04/2024;10.30;I Gusti Ngurah Rai (WADD);11;11;FALSE;9999;;TS;;TS;Thunderstorm;CB
23384;Peralihan 1;Apr;23/04/2024;14.30;I Gusti Ngurah Rai (WADD);8;;FALSE;9999;;TS;;TS;Thunderstorm;CB
23386;Peralihan 1;Apr;23/04/2024;15.00;I Gusti Ngurah Rai (WADD);8;;FALSE;9999;;TS;;TS;Thunderstorm;CB
23810;Peralihan 1;Apr;23/04/2024;15.30;I Gusti Ngurah Rai (WADD);8;;FALSE;8000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
23811;Peralihan 1;Apr;23/04/2024;16.00;I Gusti Ngurah Rai (WADD);7;;FALSE;8000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
23812;Hujan;Feb;24/02/2024;07.00;I Gusti Ngurah Rai (WADD);3;;FALSE;8000;;TS;;TS;Thunderstorm;CB
23813;Hujan;Feb;24/02/2024;07.30;I Gusti Ngurah Rai (WADD);5;;FALSE;8000;;TS;;TS;Thunderstorm;CB
23814;Hujan;Feb;24/02/2024;08.00;I Gusti Ngurah Rai (WADD);7;;FALSE;8000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
23815;Hujan;Feb;24/02/2024;08.30;I Gusti Ngurah Rai (WADD);12;12;FALSE;3000;3000;TSRA;;TSRA ;Thunderstorm Rain;CB
23846;Hujan;Feb;24/02/2024;09.00;I Gusti Ngurah Rai (WADD);12;12;FALSE;1500;1500;+TSRA;;+TSRA;Heavy Thunderstorm Rain;CB
23854;Hujan;Feb;24/02/2024;09.30;I Gusti Ngurah Rai (WADD);12;12;FALSE;3000;3000;TSRA;;TSRA ;Thunderstorm Rain;CB
23855;Hujan;Feb;24/02/2024;10.00;I Gusti Ngurah Rai (WADD);6;;FALSE;8000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
23856;Hujan;Feb;24/02/2024;10.30;I Gusti Ngurah Rai (WADD);11;11;FALSE;8000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
23888;Hujan;Feb;24/02/2024;11.00;I Gusti Ngurah Rai (WADD);6;;FALSE;8000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
24387;Hujan;Feb;24/02/2024;11.30;I Gusti Ngurah Rai (WADD);5;;FALSE;9999;;TS;;TS;Thunderstorm;CB
24408;Peralihan 1;Apr;24/04/2024;06.00;I Gusti Ngurah Rai (WADD);6;;FALSE;9999;;TS;;TS;Thunderstorm;CB
24409;Peralihan 1;Apr;24/04/2024;06.30;I Gusti Ngurah Rai (WADD);5;;FALSE;9999;;TS;;TS;Thunderstorm;CB
24410;Peralihan 1;Apr;24/04/2024;07.00;I Gusti Ngurah Rai (WADD);6;;FALSE;9999;;TS;;TS;Thunderstorm;CB
24411;Peralihan 1;Apr;24/04/2024;07.30;I Gusti Ngurah Rai (WADD);4;;FALSE;9999;;TS;;TS;Thunderstorm;CB
24412;Peralihan 1;Apr;24/04/2024;08.00;I Gusti Ngurah Rai (WADD);6;;FALSE;8000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
24413;Peralihan 1;Apr;24/04/2024;21.30;I Gusti Ngurah Rai (WADD);1;;FALSE;9999;;TS;;TS;Thunderstorm;CB
24414;Peralihan 1;Apr;24/04/2024;22.00;I Gusti Ngurah Rai (WADD);2;;FALSE;9999;;TS;;TS;Thunderstorm;CB
24415;Peralihan 2;Nov;24/11/2024;06.00;I Gusti Ngurah Rai (WADD);17;17;TRUE;1000;1000;TSRA;;TSRA ;Thunderstorm Rain;CB
24416;Hujan;Des;24/12/2024;23.00;I Gusti Ngurah Rai (WADD);6;;FALSE;2000;2000;+RA;;+RA;Heavy Rain;CB
24471;Hujan;Jan;25/01/2024;15.00;I Gusti Ngurah Rai (WADD);11;11;TRUE;500;500;+TSRA;;+TSRA;Heavy Thunderstorm Rain;CB
24472;Hujan;Jan;25/01/2024;15.30;I Gusti Ngurah Rai (WADD);7;;FALSE;7000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
25121;Hujan;Jan;25/01/2024;16.30;I Gusti Ngurah Rai (WADD);7;;FALSE;8000;;-TSRA;BR;-TSRA BR;Light Thunderstorm Rain Mist;CB
25122;Hujan;Jan;25/01/2024;17.00;I Gusti Ngurah Rai (WADD);5;;FALSE;9999;;TS;BR;TS BR;Thunderstorm Mist;CB
25146;Hujan;Jan;25/01/2024;17.30;I Gusti Ngurah Rai (WADD);9;;FALSE;8000;;-TSRA;HZ;-TSRA HZ;Light Thunderstorm Rain Haze;CB
25516;Hujan;Jan;25/01/2024;18.30;I Gusti Ngurah Rai (WADD);9;;FALSE;9999;;TS;BR;TS BR;Thunderstorm Mist;CB
25517;Hujan;Feb;25/02/2024;08.00;I Gusti Ngurah Rai (WADD);6;;FALSE;9999;;TS;;TS;Thunderstorm;CB
25518;Hujan;Feb;25/02/2024;21.30;I Gusti Ngurah Rai (WADD);1;;FALSE;9999;;TS;;TS;Thunderstorm;CB
25519;Hujan;Feb;25/02/2024;22.00;I Gusti Ngurah Rai (WADD);12;12;FALSE;6000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
25520;Hujan;Feb;25/02/2024;22.30;I Gusti Ngurah Rai (WADD);5;;FALSE;5000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
25521;Peralihan 1;Apr;25/04/2024;08.30;I Gusti Ngurah Rai (WADD);6;;FALSE;9999;;TS;;TS;Thunderstorm;CB
25522;Peralihan 1;Apr;25/04/2024;09.00;I Gusti Ngurah Rai (WADD);6;;FALSE;9999;;TS;;TS;Thunderstorm;CB
25523;Peralihan 2;Nov;25/11/2024;12.00;I Gusti Ngurah Rai (WADD);1;;FALSE;7000;;HZ;;HZ;Haze;
25524;Peralihan 2;Nov;25/11/2024;12.30;I Gusti Ngurah Rai (WADD);1;;FALSE;7000;;HZ;;HZ;Haze;
25525;Peralihan 2;Nov;25/11/2024;13.00;I Gusti Ngurah Rai (WADD);3;;FALSE;7000;;HZ;;HZ;Haze;
25551;Peralihan 2;Nov;25/11/2024;13.30;I Gusti Ngurah Rai (WADD);3;;FALSE;7000;;HZ;;HZ;Haze;
25552;Peralihan 2;Nov;25/11/2024;14.00;I Gusti Ngurah Rai (WADD);3;;FALSE;7000;;HZ;;HZ;Haze;
25553;Peralihan 2;Nov;25/11/2024;14.30;I Gusti Ngurah Rai (WADD);1;;FALSE;7000;;HZ;;HZ;Haze;
25554;Peralihan 2;Nov;25/11/2024;15.00;I Gusti Ngurah Rai (WADD);2;;FALSE;7000;;HZ;;HZ;Haze;
25555;Peralihan 2;Nov;25/11/2024;15.30;I Gusti Ngurah Rai (WADD);2;;FALSE;7000;;HZ;;HZ;Haze;
25556;Peralihan 2;Nov;25/11/2024;16.00;I Gusti Ngurah Rai (WADD);5;;FALSE;7000;;HZ;;HZ;Haze;
25557;Peralihan 2;Nov;25/11/2024;16.30;I Gusti Ngurah Rai (WADD);5;;FALSE;7000;;HZ;;HZ;Haze;
25558;Peralihan 2;Nov;25/11/2024;17.00;I Gusti Ngurah Rai (WADD);6;;FALSE;7000;;HZ;;HZ;Haze;
25559;Peralihan 2;Nov;25/11/2024;17.30;I Gusti Ngurah Rai (WADD);5;;FALSE;7000;;HZ;;HZ;Haze;
25705;Peralihan 2;Nov;25/11/2024;18.00;I Gusti Ngurah Rai (WADD);3;;FALSE;7000;;HZ;;HZ;Haze;CB
25706;Peralihan 2;Nov;25/11/2024;18.30;I Gusti Ngurah Rai (WADD);4;;FALSE;7000;;HZ;;HZ;Haze;CB
25712;Peralihan 2;Nov;25/11/2024;19.00;I Gusti Ngurah Rai (WADD);2;;FALSE;7000;;HZ;;HZ;Haze;CB
25713;Peralihan 2;Nov;25/11/2024;19.30;I Gusti Ngurah Rai (WADD);4;;FALSE;7000;;HZ;;HZ;Haze;CB
25714;Peralihan 2;Nov;25/11/2024;20.00;I Gusti Ngurah Rai (WADD);3;;FALSE;7000;;HZ;;HZ;Haze;CB
25717;Peralihan 2;Nov;25/11/2024;20.30;I Gusti Ngurah Rai (WADD);3;;FALSE;7000;;HZ;;HZ;Haze;CB
25718;Peralihan 2;Nov;25/11/2024;21.00;I Gusti Ngurah Rai (WADD);1;;FALSE;7000;;HZ;;HZ;Haze;
25720;Peralihan 2;Nov;25/11/2024;21.30;I Gusti Ngurah Rai (WADD);4;;FALSE;7000;;HZ;;HZ;Haze;
25721;Peralihan 2;Nov;25/11/2024;22.00;I Gusti Ngurah Rai (WADD);3;;FALSE;7000;;HZ;;HZ;Haze;
26015;Peralihan 2;Nov;25/11/2024;22.30;I Gusti Ngurah Rai (WADD);3;;FALSE;7000;;HZ;;HZ;Haze;
26016;Peralihan 2;Nov;25/11/2024;23.00;I Gusti Ngurah Rai (WADD);2;;FALSE;7000;;HZ;;HZ;Haze;
26017;Hujan;Des;25/12/2024;00.00;I Gusti Ngurah Rai (WADD);2;;TRUE;2000;2000;+TSRA;;+TSRA;Heavy Thunderstorm Rain;CB
26018;Hujan;Des;25/12/2024;00.30;I Gusti Ngurah Rai (WADD);8;;FALSE;3000;3000;TSRA;;TSRA ;Thunderstorm Rain;CB
26152;Hujan;Des;25/12/2024;02.00;I Gusti Ngurah Rai (WADD);5;;FALSE;5000;;TSRA;;TSRA ;Thunderstorm Rain;CB
26153;Hujan;Des;25/12/2024;03.30;I Gusti Ngurah Rai (WADD);13;13;FALSE;800;800;+RA;;+RA;Heavy Rain;CB
26705;Hujan;Des;25/12/2024;18.30;I Gusti Ngurah Rai (WADD);7;;FALSE;7000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
26706;Hujan;Des;25/12/2024;19.00;I Gusti Ngurah Rai (WADD);12;12;FALSE;9999;;TS;;TS;Thunderstorm;CB
